F_MASV,F_MAMH,F_NHHK,IDKH,TIN_CHI,DIEMTB
2092177,241,20122,6,3,4.0
2096766,335,20122,8,3,4.0
2101921,153,20122,3,3,4.0
2101929,211,20122,3,3,4.0
2101933,20,20123,3,3,4.0
2101935,202,20122,3,3,4.0
2101959,9,20111,3,3,4.0
2101995,202,20122,3,3,4.0
2101996,211,20122,3,3,4.0
2102108,160,20121,15,3,4.0
2102110,166,20122,15,3,4.0
2102117,1,20111,15,3,4.0
2102121,362,20122,15,3,4.0
2102127,163,20122,15,3,4.0
2102130,161,20121,15,3,4.0
2102189,394,20123,1,3,4.0
2102205,93,20111,1,3,4.0
2102216,95,20111,1,3,4.0
2102224,13,20111,8,3,4.0
2102258,13,20111,8,3,4.0
2102272,13,20111,8,3,4.0
2102273,13,20111,8,3,4.0
2102278,43,20111,8,3,4.0
2102297,14,20111,8,3,4.0
2102303,181,20122,8,3,4.0
2102375,20,20111,6,3,4.0
2102386,15,20111,6,3,4.0
2102392,19,20111,6,3,4.0
2102400,803,20123,6,3,4.0
2102406,20,20111,4,3,4.0
2102415,189,20122,6,3,4.0
2102445,4,20111,8,3,4.0
2102446,6,20122,8,3,4.0
2102457,14,20111,8,3,4.0
2102478,43,20111,8,3,4.0
2102496,13,20111,8,3,4.0
2102498,177,20122,8,3,4.0
2111590,6,20123,3,3,4.0
2111626,1,20122,3,3,4.0
2111677,24,20122,3,3,4.0
2111692,130,20123,15,3,4.0
2111693,13,20122,15,3,4.0
2111711,10,20122,15,3,4.0
2111792,6,20123,15,3,4.0
2111807,96,20122,1,3,4.0
2111843,44,20122,1,3,4.0
2111897,16,20122,8,3,4.0
2111913,3,20122,8,3,4.0
2111939,43,20122,8,3,4.0
2112003,17,20122,8,3,4.0
2112018,1,20122,8,3,4.0
2112058,43,20122,8,3,4.0
2112077,13,20122,8,3,4.0
2112079,11,20122,8,3,4.0
2112085,43,20122,8,3,4.0
2112086,15,20122,8,3,4.0
2112088,43,20122,8,3,4.0
2112094,4,20121,8,3,4.0
2112100,15,20122,8,3,4.0
2112101,9,20122,8,3,4.0
2112134,80,20122,6,3,4.0
2112205,15,20122,6,3,4.0
3072246,174,20111,1,3,4.0
3072253,424,20111,1,3,4.0
3072292,174,20111,1,3,4.0
3072321,421,20111,4,3,4.0
3072326,421,20111,1,3,4.0
3072329,421,20111,1,3,4.0
3072330,22,20111,1,3,4.0
3072344,118,20111,1,3,4.0
3072350,421,20111,12,3,4.0
3072354,139,20111,4,3,4.0
3072377,422,20111,1,3,4.0
3072389,117,20111,8,3,4.0
3072411,375,20111,8,3,4.0
3072414,424,20111,8,3,4.0
3072425,152,20111,8,3,4.0
3072433,152,20111,8,3,4.0
3072440,142,20111,8,3,4.0
3072466,433,20111,4,3,4.0
3072514,145,20111,4,3,4.0
3072528,323,20111,4,3,4.0
3072548,432,20111,4,3,4.0
3072570,486,20111,4,3,4.0
3072598,319,20111,3,3,4.0
3072613,305,20111,3,3,4.0
3072629,319,20111,3,3,4.0
3072631,334,20111,3,3,4.0
3072646,344,20111,3,3,4.0
3072650,343,20111,3,3,4.0
3072692,332,20111,3,3,4.0
3072707,338,20111,3,3,4.0
3072748,331,20111,3,3,4.0
3072773,307,20111,15,3,4.0
3072915,331,20111,12,3,4.0
3072920,331,20111,15,3,4.0
3072973,331,20111,12,3,4.0
3072977,332,20111,15,3,4.0
3073020,318,20111,15,3,4.0
3073031,114,20111,15,3,4.0
3073054,395,20111,12,3,4.0
3073062,395,20111,12,3,4.0
3073094,372,20111,3,3,4.0
3073112,375,20111,3,3,4.0
3073201,7,20111,3,3,4.0
3073209,390,20111,3,3,4.0
3073221,390,20111,3,3,4.0
3073222,453,20111,3,3,4.0
3073264,436,20111,3,3,4.0
3073281,429,20111,3,3,4.0
3073296,434,20111,3,3,4.0
3073301,443,20123,12,3,4.0
3073308,10,20111,3,3,4.0
3073330,432,20111,3,3,4.0
3073338,405,20111,12,3,4.0
3073350,418,20111,3,3,4.0
3073390,341,20111,11,3,4.0
3076468,421,20111,1,3,4.0
3076472,185,20111,1,3,4.0
3077041,322,20111,3,3,4.0
3077050,342,20111,8,3,4.0
3077073,329,20111,12,3,4.0
3077087,319,20111,3,3,4.0
3077099,330,20111,3,3,4.0
3077115,323,20111,4,3,4.0
3077158,328,20111,8,3,4.0
3077226,372,20111,3,3,4.0
3077234,369,20111,12,3,4.0
3077235,395,20122,12,3,4.0
3077255,108,20111,12,3,4.0
3077293,403,20111,3,3,4.0
3077347,393,20111,15,3,4.0
3077363,320,20111,8,3,4.0
3077369,390,20111,3,3,4.0
3077419,321,20111,12,3,4.0
3077443,236,20111,12,3,4.0
3077489,327,20111,8,3,4.0
3077493,231,20111,3,3,4.0
3077505,293,20111,3,3,4.0
3082262,3,20111,1,3,4.0
3082265,181,20111,1,3,4.0
3082268,110,20111,1,3,4.0
3082273,170,20111,1,3,4.0
3082276,168,20111,1,3,4.0
3082297,180,20111,1,3,4.0
3082323,340,20121,1,3,4.0
3082333,15,20111,1,3,4.0
3082337,427,20122,1,3,4.0
3082411,150,20111,12,3,4.0
3082416,135,20111,8,3,4.0
3082420,134,20111,8,3,4.0
3082430,128,20111,12,3,4.0
3082449,183,20111,4,3,4.0
3082450,337,20123,12,3,4.0
3082497,342,20111,4,3,4.0
3082509,310,20111,4,3,4.0
3082522,11,20123,4,3,4.0
3082530,310,20111,4,3,4.0
3082537,168,20111,4,3,4.0
3082542,308,20111,4,3,4.0
3082549,308,20111,4,3,4.0
3082560,301,20111,4,3,4.0
3082569,433,20122,4,3,4.0
3082584,301,20111,4,3,4.0
3082597,301,20111,4,3,4.0
3082599,323,20122,4,3,4.0
3082606,301,20111,4,3,4.0
3082679,302,20111,3,3,4.0
3082697,322,20111,3,3,4.0
3082703,307,20111,3,3,4.0
3082739,307,20111,3,3,4.0
3082748,305,20111,3,3,4.0
3082773,115,20111,3,3,4.0
3082802,110,20111,3,3,4.0
3082818,110,20111,3,3,4.0
3082821,110,20111,3,3,4.0
3082828,6,20111,3,3,4.0
3082830,337,20111,3,3,4.0
3082864,339,20111,3,3,4.0
3082871,119,20111,3,3,4.0
3082880,120,20122,3,3,4.0
3082884,338,20121,3,3,4.0
3082903,105,20111,3,3,4.0
3082938,147,20111,15,3,4.0
3082944,309,20123,15,3,4.0
3082967,105,20111,15,3,4.0
3083018,110,20111,12,3,4.0
3083037,303,20111,15,3,4.0
3083060,214,20111,15,3,4.0
3083121,326,20111,15,3,4.0
3083129,103,20111,15,3,4.0
3083145,314,20111,12,3,4.0
3083154,326,20111,15,3,4.0
3083164,343,20122,12,3,4.0
3083166,315,20111,15,3,4.0
3083186,117,20111,15,3,4.0
3083209,333,20111,15,3,4.0
3083211,303,20111,12,3,4.0
3083233,391,20111,15,3,4.0
3083260,391,20111,12,3,4.0
3083271,391,20111,15,3,4.0
3083295,393,20122,15,3,4.0
3083319,232,20111,3,3,4.0
3083347,382,20111,3,3,4.0
3083362,11,20121,12,3,4.0
3083407,371,20111,3,3,4.0
3083411,111,20111,3,3,4.0
3083422,132,20111,3,3,4.0
3083439,238,20111,3,3,4.0
3083461,377,20111,3,3,4.0
3083466,422,20111,3,3,4.0
3083470,11,20111,3,3,4.0
3083473,445,20121,4,3,4.0
3083483,111,20111,3,3,4.0
3083489,429,20111,3,3,4.0
3083493,130,20111,3,3,4.0
3083498,307,20111,3,3,4.0
3083503,295,20122,3,3,4.0
3083505,130,20111,3,3,4.0
3083538,320,20111,3,3,4.0
3083539,295,20122,3,3,4.0
3083563,359,20111,3,3,4.0
3083634,232,20111,12,3,4.0
3083636,232,20111,3,3,4.0
3083640,393,20111,3,3,4.0
3083646,111,20111,3,3,4.0
3083652,131,20111,3,3,4.0
3083677,393,20111,3,3,4.0
3083691,30,20111,3,3,4.0
3083718,111,20111,3,3,4.0
3083729,130,20111,3,3,4.0
3083751,130,20111,3,3,4.0
3083790,111,20111,3,3,4.0
3083791,436,20122,3,3,4.0
3083809,436,20122,3,3,4.0
3083820,406,20111,3,3,4.0
3083854,7,20111,3,3,4.0
3083868,407,20111,3,3,4.0
3083881,7,20111,3,3,4.0
3083919,329,20111,11,3,4.0
3083934,303,20111,11,3,4.0
3083971,352,20111,11,3,4.0
3083992,316,20111,11,3,4.0
3083998,303,20111,11,3,4.0
3084027,2,20111,11,3,4.0
3084046,301,20111,11,3,4.0
3084067,270,20111,3,3,4.0
3084100,280,20111,11,3,4.0
3084116,270,20111,11,3,4.0
3084119,384,20111,3,3,4.0
3084144,232,20111,3,3,4.0
3084159,245,20111,11,3,4.0
3087418,329,20111,3,3,4.0
3087441,317,20122,3,3,4.0
3087444,114,20111,3,3,4.0
3087476,121,20111,3,3,4.0
3087489,110,20111,3,3,4.0
3087508,109,20111,15,3,4.0
3087542,112,20111,15,3,4.0
3087551,112,20111,15,3,4.0
3087552,343,20122,15,3,4.0
3087565,111,20111,15,3,4.0
3087605,381,20111,3,3,4.0
3087632,238,20121,3,3,4.0
3087647,369,20111,3,3,4.0
3087699,337,20111,3,3,4.0
3087724,143,20111,3,3,4.0
3087742,463,20121,3,3,4.0
3092197,2,20122,1,3,4.0
3092211,184,20123,1,3,4.0
3092223,16,20111,1,3,4.0
3092233,8,20111,1,3,4.0
3092240,10,20111,1,3,4.0
3092292,10,20123,1,3,4.0
3092312,182,20121,12,3,4.0
3092326,6,20111,8,3,4.0
3092331,112,20122,8,3,4.0
3092350,10,20111,8,3,4.0
3092366,146,20122,8,3,4.0
3092373,7,20111,8,3,4.0
3092392,101,20111,4,3,4.0
3092401,6,20111,4,3,4.0
3092407,14,20111,4,3,4.0
3092409,105,20122,4,3,4.0
3092414,308,20111,4,3,4.0
3092433,149,20122,4,3,4.0
3092445,112,20111,4,3,4.0
3092454,113,20111,4,3,4.0
3092457,102,20111,4,3,4.0
3092467,126,20111,4,3,4.0
3092472,113,20111,4,3,4.0
3092487,106,20111,4,3,4.0
3092492,25,20123,4,3,4.0
3092493,109,20111,4,3,4.0
3092495,307,20122,4,3,4.0
3092504,146,20122,4,3,4.0
3092509,314,20122,4,3,4.0
3092519,112,20111,4,3,4.0
3092522,11,20122,4,3,4.0
3092525,314,20123,3,3,4.0
3092535,102,20111,3,3,4.0
3092542,103,20111,3,3,4.0
3092551,112,20122,3,3,4.0
3092552,306,20122,3,3,4.0
3092556,115,20122,12,3,4.0
3092567,305,20121,3,3,4.0
3092570,30,20111,3,3,4.0
3092578,329,20122,3,3,4.0
3092585,104,20111,3,3,4.0
3092596,11,20122,3,3,4.0
3092599,11,20122,3,3,4.0
3092622,105,20111,3,3,4.0
3092625,349,20123,3,3,4.0
3092627,321,20122,3,3,4.0
3092632,343,20122,3,3,4.0
3092650,321,20122,3,3,4.0
3092658,118,20122,3,3,4.0
3092682,30,20111,3,3,4.0
3092701,109,20111,3,3,4.0
3092711,24,20111,15,3,4.0
3092713,30,20111,15,3,4.0
3092714,29,20111,15,3,4.0
3092716,315,20122,15,3,4.0
3092739,24,20111,15,3,4.0
3092748,111,20122,15,3,4.0
3092768,302,20122,15,3,4.0
3092782,147,20111,15,3,4.0
3092829,306,20123,15,3,4.0
3092830,103,20111,15,3,4.0
3092845,30,20111,15,3,4.0
3092850,24,20111,15,3,4.0
3092905,103,20111,12,3,4.0
3092931,24,20111,15,3,4.0
3092934,59,20111,15,3,4.0
3092986,103,20111,15,3,4.0
3092995,364,20122,3,3,4.0
3093002,244,20121,3,3,4.0
3093023,124,20111,3,3,4.0
3093031,445,20121,3,3,4.0
3093032,254,20121,3,3,4.0
3093105,294,20122,3,3,4.0
3093120,124,20111,3,3,4.0
3093124,380,20121,3,3,4.0
3093184,101,20122,3,3,4.0
3093187,30,20111,3,3,4.0
3093195,376,20111,3,3,4.0
3093205,376,20111,3,3,4.0
3093242,130,20111,3,3,4.0
3093250,30,20111,3,3,4.0
3093258,30,20111,3,3,4.0
3093295,456,20123,3,3,4.0
3093325,141,20111,3,3,4.0
3093331,400,20111,3,3,4.0
3093333,29,20111,3,3,4.0
3093344,101,20111,3,3,4.0
3093349,29,20111,3,3,4.0
3093355,429,20122,3,3,4.0
3093366,29,20111,3,3,4.0
3093383,30,20111,3,3,4.0
3093401,110,20111,3,3,4.0
3093403,400,20111,3,3,4.0
3093417,30,20111,3,3,4.0
3093444,111,20111,11,3,4.0
3093456,326,20122,11,3,4.0
3093459,311,20111,11,3,4.0
3093470,322,20122,13,3,4.0
3093475,101,20111,11,3,4.0
3093484,11,20111,11,3,4.0
3093498,311,20111,11,3,4.0
3093545,102,20111,11,3,4.0
3093560,253,20123,3,3,4.0
3093591,129,20111,3,3,4.0
3093595,253,20123,3,3,4.0
3093610,1,20111,3,3,4.0
3093631,30,20111,11,3,4.0
3096805,213,20122,4,3,4.0
3096833,109,20111,4,3,4.0
3096846,113,20111,4,3,4.0
3096874,338,20122,3,3,4.0
3096876,124,20111,3,3,4.0
3096880,109,20111,3,3,4.0
3096885,318,20121,3,3,4.0
3096935,419,20122,3,3,4.0
3096938,101,20111,3,3,4.0
3096940,30,20111,3,3,4.0
3096951,404,20111,3,3,4.0
3096960,405,20111,3,3,4.0
3096996,2,20111,11,3,4.0
3097010,342,20121,11,3,4.0
3097028,311,20111,11,3,4.0
3097030,357,20122,11,3,4.0
3097444,5,20111,8,3,4.0
3097480,101,20111,3,3,4.0
3097488,303,20111,3,3,4.0
3097502,30,20111,12,3,4.0
3097518,104,20111,13,3,4.0
3097537,325,20122,12,3,4.0
3097556,314,20123,3,3,4.0
3097565,30,20111,3,3,4.0
3097583,9,20111,3,3,4.0
3097585,102,20111,3,3,4.0
3097631,6,20123,15,3,4.0
3097634,3,20111,15,3,4.0
3097659,103,20111,15,3,4.0
3097687,11,20111,3,3,4.0
3097708,124,20111,12,3,4.0
3097724,260,20121,3,3,4.0
3097743,34,20123,3,3,4.0
3097744,326,20122,3,3,4.0
3097754,391,20123,3,3,4.0
3097761,6,20111,3,3,4.0
3097777,5,20111,3,3,4.0
3097784,126,20111,3,3,4.0
3097791,278,20111,3,3,4.0
3097794,292,20122,3,3,4.0
3097803,6,20111,3,3,4.0
3097812,292,20122,3,3,4.0
3097825,117,20122,3,3,4.0
3097837,6,20111,12,3,4.0
3098152,30,20111,3,3,4.0
3102519,11,20123,1,3,4.0
3102565,9,20111,1,3,4.0
3102576,80,20123,1,3,4.0
3102577,178,20122,1,3,4.0
3102587,78,20111,1,3,4.0
3102593,188,20122,1,3,4.0
3102594,80,20123,1,3,4.0
3102620,78,20111,1,3,4.0
3102628,6,20123,4,3,4.0
3102645,167,20111,8,3,4.0
3102653,135,20122,8,3,4.0
3102655,25,20111,8,3,4.0
3102677,27,20111,8,3,4.0
3102678,339,20122,8,3,4.0
3102682,32,20111,8,3,4.0
3102696,331,20122,8,3,4.0
3102697,134,20122,8,3,4.0
3102713,138,20122,8,3,4.0
3102728,27,20111,4,3,4.0
3102765,9,20111,4,3,4.0
3102779,19,20111,4,3,4.0
3102803,25,20111,4,3,4.0
3102820,9,20111,4,3,4.0
3102834,105,20122,4,3,4.0
3102848,9,20111,4,3,4.0
3102858,20,20111,4,3,4.0
3102903,393,20123,3,3,4.0
3102912,43,20122,3,3,4.0
3102954,10,20121,12,3,4.0
3102975,324,20122,3,3,4.0
3102992,47,20122,3,3,4.0
3103014,61,20122,3,3,4.0
3103021,348,20123,3,3,4.0
3103035,112,20122,3,3,4.0
3103042,109,20122,3,3,4.0
3103127,303,20122,15,3,4.0
3103180,412,20122,15,3,4.0
3103201,111,20122,15,3,4.0
3103243,41,20111,15,3,4.0
3103277,9,20111,15,3,4.0
3103306,41,20111,15,3,4.0
3103332,359,20122,3,3,4.0
3103343,1,20111,3,3,4.0
3103345,434,20122,3,3,4.0
3103368,803,20122,3,3,4.0
3103375,43,20111,3,3,4.0
3103404,396,20121,3,3,4.0
3103405,352,20122,3,3,4.0
3103406,43,20111,3,3,4.0
3103439,315,20122,3,3,4.0
3103476,301,20122,3,3,4.0
3103542,6,20122,3,3,4.0
3103558,9,20111,3,3,4.0
3103584,111,20122,3,3,4.0
3103594,376,20122,3,3,4.0
3103598,9,20111,13,3,4.0
3103623,131,20121,3,3,4.0
3103632,803,20123,3,3,4.0
3103658,39,20111,3,3,4.0
3103668,1,20123,3,3,4.0
3103691,9,20111,3,3,4.0
3103702,1,20111,3,3,4.0
3103733,27,20111,11,3,36.667
3103752,316,20123,11,3,4.0
3103773,145,20122,11,3,4.0
3103794,27,20111,11,3,4.0
3103802,27,20111,11,3,4.0
3103825,23,20123,11,3,4.0
3103836,1,20111,11,3,4.0
3103860,24,20111,11,3,4.0
3103877,288,20122,3,3,4.0
3103919,292,20123,3,3,4.0
3103945,330,20122,4,3,4.0
3103954,20,20111,4,3,4.0
3103957,122,20122,4,3,4.0
3103962,27,20111,4,3,4.0
3103966,120,20122,4,3,4.0
3103967,27,20111,4,3,4.0
3103970,121,20122,4,3,4.0
3103971,27,20111,4,3,4.0
3103991,20,20111,4,3,4.0
3103997,123,20122,4,3,4.0
3108101,94,20111,1,3,4.0
3108109,803,20123,1,3,4.0
3108123,112,20122,3,3,4.0
3108147,9,20111,3,3,4.0
3108149,53,20122,15,3,4.0
3108176,9,20111,3,3,4.0
3108179,113,20121,3,3,4.0
3108180,9,20111,3,3,4.0
3108195,110,20121,3,3,4.0
3108246,1,20111,15,3,4.0
3108315,43,20111,3,3,4.0
3108328,1,20111,3,3,4.0
3108335,377,20122,3,3,4.0
3108350,43,20111,3,3,4.0
3108353,143,20122,3,3,4.0
3108358,360,20121,3,3,4.0
3108360,342,20121,3,3,4.0
3108361,377,20122,16,3,4.0
3108391,30,20121,3,3,36.667
3108393,136,20122,3,3,4.0
3108416,9,20111,3,3,4.0
3108430,1,20111,3,3,4.0
3108441,505,20122,12,3,4.0
3108465,475,20123,11,3,4.0
3108473,312,20121,11,3,4.0
3108491,105,20122,4,3,4.0
3108497,112,20121,4,3,4.0
3108505,20,20111,4,3,4.0
3112290,10,20123,1,3,4.0
3112358,364,20122,8,3,4.0
3112359,34,20122,8,3,4.0
3112381,364,20122,8,3,4.0
3112388,30,20122,8,3,4.0
3112416,10,20123,8,3,4.0
3112426,22,20122,4,3,4.0
3112474,22,20122,4,3,4.0
3112522,20,20121,4,3,4.0
3112589,6,20123,3,3,4.0
3112738,7,20121,3,3,4.0
3112750,2,20121,3,3,4.0
3112755,172,20122,3,3,4.0
3112803,20,20121,3,3,4.0
3112859,41,20121,15,3,4.0
3112880,152,20122,15,3,4.0
3112908,10,20122,15,3,4.0
3112924,3,20123,15,3,4.0
3113198,169,20121,3,3,4.0
3113302,10,20122,3,3,4.0
3113326,20,20122,3,3,4.0
3113338,10,20122,3,3,4.0
3113498,5,20123,3,3,4.0
3113520,169,20122,3,3,4.0
3113529,7,20122,1,3,4.0
3113550,7,20123,11,3,4.0
3113586,1,20122,11,3,4.0
3113607,150,20122,11,3,4.0
3113622,5,20123,11,3,4.0
3113720,22,20122,4,3,4.0
3113726,4,20122,4,3,4.0
3113816,30,20122,11,3,4.0
3113819,10,20122,11,3,4.0
3113873,10,20122,11,3,4.0
3118155,10,20122,3,3,4.0
3118181,10,20122,3,3,4.0
3118206,40,20121,15,3,4.0
4073507,308,20111,12,3,4.0
4073519,329,20111,12,3,4.0
4073538,329,20111,12,3,4.0
4073539,115,20111,12,3,4.0
4073572,113,20111,12,3,4.0
4073586,116,20122,12,3,4.0
4073589,303,20111,12,3,4.0
4073609,322,20111,12,3,4.0
4073641,345,20111,12,3,4.0
4073647,339,20111,12,3,4.0
4073652,345,20111,12,3,4.0
4073659,384,20111,12,3,4.0
4073680,383,20111,12,3,4.0
4073686,321,20111,12,3,4.0
4073696,369,20111,12,3,4.0
4073712,382,20111,12,3,4.0
4073725,308,20111,12,3,4.0
4073738,384,20111,12,3,4.0
4073745,315,20111,12,3,4.0
4073796,375,20111,12,3,4.0
4073801,374,20111,12,3,4.0
4073845,345,20111,12,3,4.0
4073857,345,20111,12,3,4.0
4073877,382,20111,12,3,4.0
4073887,384,20111,12,3,4.0
4073900,309,20111,12,3,4.0
4073907,321,20111,12,3,4.0
4073923,309,20111,12,3,4.0
4073952,359,20111,12,3,4.0
4073966,327,20111,12,3,4.0
4074000,374,20111,12,3,4.0
4074012,309,20111,12,3,4.0
4074014,326,20111,12,3,4.0
4074037,374,20111,12,3,4.0
4074058,374,20111,12,3,4.0
4074071,374,20111,12,3,4.0
4074083,374,20111,12,3,4.0
4074087,327,20111,12,3,4.0
4074109,102,20111,12,3,4.0
4074125,322,20111,12,3,4.0
4074144,327,20111,12,3,4.0
4074176,374,20111,12,3,4.0
4074197,396,20111,12,3,4.0
4074218,3,20122,12,3,4.0
4074265,347,20111,12,3,4.0
4074279,349,20111,12,3,4.0
4074303,101,20111,12,3,4.0
4074347,34,20111,12,3,4.0
4074364,399,20111,12,3,4.0
4074366,361,20111,12,3,4.0
4074373,355,20111,12,3,4.0
4074391,358,20111,12,3,4.0
4074414,392,20111,12,3,4.0
4074461,363,20111,12,3,4.0
4074477,362,20111,12,3,4.0
4074487,360,20111,12,3,4.0
4074504,347,20111,12,3,4.0
4074528,419,20111,12,3,4.0
4074569,109,20111,12,3,4.0
4074582,330,20111,15,3,4.0
4074594,363,20111,12,3,4.0
4074604,415,20111,12,3,4.0
4074612,110,20111,12,3,4.0
4074622,419,20111,12,3,4.0
4074626,303,20111,12,3,4.0
4074667,307,20111,12,3,4.0
4074700,367,20111,12,3,4.0
4074709,312,20111,12,3,4.0
4074726,329,20111,13,3,4.0
4074729,312,20111,12,3,4.0
4074765,330,20111,12,3,4.0
4074770,323,20111,13,3,4.0
4074777,335,20111,12,3,4.0
4074781,347,20111,12,3,4.0
4074809,304,20111,12,3,4.0
4074832,323,20111,2,3,4.0
4074852,321,20111,2,3,4.0
4074866,323,20111,2,3,4.0
4074878,308,20111,12,3,4.0
4074890,255,20111,11,3,4.0
4074916,259,20111,12,3,4.0
4074941,273,20111,11,3,4.0
4074944,111,20111,11,3,4.0
4076491,382,20111,12,3,4.0
4076506,396,20111,12,3,4.0
4077527,414,20111,12,3,4.0
4077556,415,20111,12,3,4.0
4077567,415,20111,12,3,4.0
4077584,320,20111,12,3,4.0
4077615,412,20111,12,3,4.0
4077627,396,20111,12,3,4.0
4084226,310,20111,12,3,4.0
4084248,395,20111,12,3,4.0
4084266,331,20122,12,3,4.0
4084270,354,20122,12,3,4.0
4084292,404,20111,12,3,4.0
4084327,373,20111,12,3,4.0
4084336,342,20111,12,3,4.0
4084344,376,20111,12,3,4.0
4084357,342,20111,12,3,4.0
4084368,386,20122,12,3,4.0
4084395,342,20111,12,3,4.0
4084401,404,20111,12,3,4.0
4084423,385,20121,12,3,4.0
4084430,386,20122,12,3,4.0
4084439,340,20111,12,3,4.0
4084449,404,20111,12,3,4.0
4084459,308,20111,12,3,4.0
4084562,371,20121,12,3,4.0
4084599,330,20111,12,3,4.0
4084626,308,20111,12,3,4.0
4084632,308,20111,12,3,4.0
4084638,308,20111,12,3,4.0
4084663,328,20111,12,3,4.0
4084684,328,20111,12,3,4.0
4084708,11,20121,12,3,4.0
4084719,104,20111,12,3,4.0
4084727,104,20111,12,3,4.0
4084742,376,20111,12,3,4.0
4084752,328,20111,12,3,4.0
4084867,111,20111,12,3,4.0
4084883,353,20111,12,3,4.0
4084923,308,20111,12,3,4.0
4084929,394,20111,12,3,4.0
4084931,330,20111,12,3,4.0
4085019,353,20111,12,3,4.0
4085022,398,20121,12,3,4.0
4085025,132,20111,12,3,4.0
4085052,349,20121,12,3,4.0
4085082,357,20121,12,3,4.0
4085106,308,20111,12,3,4.0
4085120,362,20111,12,3,4.0
4085144,397,20111,12,3,4.0
4085179,245,20111,12,3,4.0
4085210,396,20111,12,3,4.0
4085259,415,20122,12,3,4.0
4085288,106,20111,12,3,4.0
4085296,389,20123,12,3,4.0
4085308,319,20111,12,3,4.0
4085316,421,20122,12,3,4.0
4085330,9,20122,12,3,4.0
4085359,320,20111,12,3,4.0
4085365,313,20111,12,3,4.0
4085407,347,20111,12,3,4.0
4085432,6,20111,12,3,4.0
4085457,367,20122,12,3,4.0
4085497,316,20111,12,3,4.0
4085576,110,20111,12,3,4.0
4085708,117,20111,11,3,4.0
4085759,353,20111,11,3,4.0
4085778,117,20111,11,3,4.0
4085780,384,20111,11,3,4.0
4087836,415,20122,12,3,4.0
4087858,425,20122,12,3,4.0
4087886,275,20122,11,3,4.0
4087961,337,20123,12,3,4.0
4093646,311,20123,12,3,4.0
4093665,304,20121,12,3,4.0
4093690,109,20111,12,3,4.0
4093708,311,20123,12,3,4.0
4093762,329,20122,12,3,4.0
4093764,375,20122,12,3,4.0
4093765,377,20121,12,3,4.0
4093769,106,20111,12,3,4.0
4093774,106,20111,12,3,4.0
4093811,373,20122,12,3,4.0
4093833,11,20123,12,3,4.0
4093845,330,20122,12,3,4.0
4093851,315,20122,12,3,4.0
4093861,110,20122,12,3,4.0
4093868,368,20122,12,3,4.0
4093924,321,20122,12,3,4.0
4093940,340,20122,12,3,4.0
4093968,315,20122,12,3,4.0
4093992,368,20123,12,3,4.0
4093995,340,20122,12,3,4.0
4094009,372,20122,12,3,4.0
4094053,326,20121,12,3,4.0
4094056,328,20122,12,3,4.0
4094062,803,20123,12,3,4.0
4094064,328,20121,12,3,4.0
4094070,309,20111,12,3,4.0
4094080,344,20122,12,3,4.0
4094092,341,20122,12,3,4.0
4094155,354,20122,12,3,4.0
4094176,393,20122,12,3,4.0
4094190,6,20123,12,3,4.0
4094195,111,20111,12,3,4.0
4094217,374,20122,12,3,4.0
4094232,408,20122,12,3,4.0
4094241,408,20122,12,3,4.0
4094267,321,20122,12,3,4.0
4094277,374,20122,12,3,4.0
4094289,11,20123,12,3,4.0
4094300,354,20122,12,3,4.0
4094350,394,20122,12,3,4.0
4094356,360,20122,12,3,4.0
4094360,393,20122,12,3,4.0
4094378,335,20122,12,3,4.0
4094389,334,20122,12,3,4.0
4094420,361,20122,12,3,4.0
4094424,348,20122,12,3,4.0
4094432,389,20123,12,3,4.0
4094446,358,20122,12,3,4.0
4094450,393,20122,12,3,4.0
4094455,336,20122,12,3,4.0
4094469,322,20122,12,3,4.0
4094484,321,20122,12,3,4.0
4094493,361,20122,12,3,4.0
4094510,393,20122,12,3,4.0
4094534,346,20122,12,3,4.0
4094545,366,20122,12,3,4.0
4094564,357,20111,12,3,4.0
4094591,313,20111,12,3,4.0
4094597,104,20111,12,3,4.0
4094612,393,20122,12,3,4.0
4094620,803,20123,12,3,4.0
4094625,412,20123,12,3,4.0
4094638,414,20122,12,3,4.0
4094639,323,20122,12,3,4.0
4094641,385,20122,12,3,4.0
4094665,385,20122,12,3,4.0
4094674,337,20122,12,3,4.0
4094698,330,20122,12,3,4.0
4094701,323,20121,12,3,4.0
4094707,393,20122,12,3,4.0
4094729,304,20111,12,3,4.0
4094732,414,20122,12,3,4.0
4094741,34,20123,12,3,4.0
4094749,337,20123,12,3,4.0
4094754,334,20122,12,3,4.0
4094755,341,20121,12,3,4.0
4094766,345,20121,12,3,4.0
4094784,334,20122,12,3,4.0
4094813,303,20121,12,3,4.0
4094817,333,20123,12,3,4.0
4094845,333,20122,12,3,4.0
4094849,328,20122,12,3,4.0
4094871,336,20122,12,3,4.0
4094883,332,20122,12,3,4.0
4094900,307,20121,12,3,4.0
4094907,110,20121,12,3,4.0
4094924,336,20122,12,3,4.0
4094933,316,20122,12,3,4.0
4094957,110,20121,12,3,4.0
4094967,104,20111,12,3,4.0
4095013,311,20122,2,3,4.0
4095046,103,20111,2,3,4.0
4095059,307,20123,16,3,4.0
4095080,311,20122,2,3,4.0
4095083,314,20122,2,3,4.0
4095104,261,20123,11,3,4.0
4095108,274,20121,11,3,4.0
4095109,11,20123,11,3,4.0
